Yil,Soru_ID,Ana_Konu,Alt_Konu,Zorluk,Soru_Metni,Secenek_A,Secenek_B,Secenek_C,Secenek_D,Dogru_Cevap
2018,20,Paragrafta Anlam,Ana Düşünce,3,"(I) Başınız ağrıyorsa ""Kendinizi hangi konuda yargılıyorsunuz, uğraşıp baş edemediğiniz düşünceleriniz nelerdir?"" sorularının cevabını bulmalısınız. Baş ağrılarının çoğu kendini acımasızca eleştirme, öz güven kayıpları ve kişinin, yaptığı her şeyi değersiz görmesiyle ilgilidir.
(II) Migren türü baş ağrısı kendine ve her şeye kızan, oldukça mükemmeliyetçi olan, kendilerine acımasızca baskı yapan kişiler tarafından yaratılır. Migrende, yoğun olarak bastırılmış kızgınlık vardır.
(III) Boyun fıtığı ve ağrıları; düşüncelerimizde esnek olmamak, yaşadığımız sorunların öteki yüzünü görememek, başka bir kişinin bakış açısını anlayamamaktan kaynaklanır.

Bu üç metinden çıkarılabilecek ortak sonuç aşağıdakilerden hangisidir?",A) Vücuttaki ağrıların temel nedeni öfke duygusunun bastırılmasıdır.,"B) İyi bir dinlenme, stresin neden olduğu tüm hastalıklardan kurtulabileceğimiz ideal bir süreçtir.","C) Olumsuz duygu, düşünce ve tutumlar bazı hastalıklara yol açar.",D) Her şeyi en iyi şekilde yapma çabası vücut sağlığını tehdit eder.,C
2019,1,Sözcükte Anlam,Anlamı Belirsiz Sözcükler,3,"I. Tedirgin etmek, sataşmak
II. İnsanın içine işlemek, duygulandırmak, etkilemek
III. İlişkin olmak, ilgili olmak, değinmek
""Dokunmak"" sözcüğü aşağıdaki cümlelerin hangisinde numaralanmış anlamlarından herhangi biriyle kullanılmamıştır?",A) Masamın üzerindeki evraklara kimse dokunmasın.,"B) Bugün ona dokunmayın, keyfi yerinde değil.",C) Bu konuya dokunduklarını pek görmedim eleştirmenlerin.,D) Hiçbir şiirin bana bu kadar dokunduğunu hatırlamıyorum.,A
2019,2,Sözcükte Anlam,Anlam İlişkileri,3,"Aşağıdaki cümlelerin hangisinde ""tecrübe""yi anlatan bir söz kullanılmamıştır?","A) Bizim takımın teknik direktörü eski kurttur, maçlarda takıma iyi taktik veriyor.","B) Sütten ağzı yandı, yoğurdu üfleyerek yiyor; artık arkadaş seçiminde daha dikkatli.","C) Ben insan sarrafı oldum, beni kolay kolay kandıramazlar.",D) İnce eleyip sık dokuduğundan işlerinde başarılı oluyor.,D
2019,3,Dil Bilgisi,Anlatım Bozukluğu,3,"Birden çok yüklemli cümlelerde öznenin bütün yüklemlerle uyumlu olması gerekir. Aksi takdirde özne eksikliğinden kaynaklanan anlatım bozukluğu meydana gelir.
Aşağıdakilerin hangisinde bu açıklamayı örnekleyen bir anlatım bozukluğu vardır?","A) Tarlaya tohumlar ekimde atılacak, ürün haziranda toplanacak.","B) Bu hastalığın tedavisi bulunmalı, insanlığa tehdit olmaktan çıkarılmalı.",C) Yazarın her kitabını okuyorum ve takdir ediyorum.,"D) Her akşam bizimle ilgilenir, yemek getirirdi.",B
2019,4,Sözcükte Anlam,Görsel Okuma,3,"Kaligrafi sanatı, yazıya ahenkli ve anlamlı şekiller verme sanatıdır ve içinde birçok tekniği barındırır. Sanatçılar eserlerinde bu teknikleri kullanarak kendi tasarımlarını oluşturabilir. Harfin yapısına ve kendi isteklerine göre çizgi tekniklerinin yönlerini değiştirebilir. Görselde kaligrafi sanatında kullanılan bazı çizgi teknikleri verilmiştir.
Buna göre aşağıdaki sözcüklerden hangisi ""kuyruk, çengel, çentik, tırnak"" teknikleri kullanılarak yazılmıştır? (Görselde h harfinin yazılışı ve Floris, Tırnak, Yaprak, Çengel, Çentik, Kuyruk gösterilmiştir.)",A) Gel,B) Kum,C) Naz,D) La,C
2019,5,Sözel Mantık,Düzen ve Sıralama,3,"Bilim insanları, tarihî mağaralardan birinin duvarında yukarıdaki şekilleri buluyorlar. Bu şekillerin bilinmeyen bir yazı sistemi olduğuna karar veriyorlar. Bu yazı sisteminde her şeklin bir sözcük olduğu ve sözcüklerin soldan sağa dizildiği sonucuna varıyorlar.
Bu bilgilere göre aşağıdaki şiirlerden hangisi mağara duvarında bulunan sembollerin düzenine uygun yazılmıştır? (Semboller: Vazo, Diz çökmüş insan, Dudak, U şekilli pelerin, Ters U şekilli pelerin. Düzen: Vazo, İnsan, Dudak, Pelerin, Ters pelerin, Ters pelerin, Vazo)",A) Bu bir türkü / Toprak çanaklarda / Güneşi içenlerin türküsü,B) Görmek koklamak hissetmek / Alabildiğine koşmak / Alabildiğine koşmak gökyüzüne,C) Kuşlar kanat çırpıyor / Süzülüyor gökyüzünde / Gökyüzünde süzülüyor kuşlar,D) Sözlerin özlem kokulu / Beni yüreklendirir / Beni yüreklendirir sözlerin,D
2019,6,Yazım Kuralları,Ana Düşünce,3,"Deneme, bir konu üzerinde yazarın kesin yargılara varmadan, kanıtlama amacı gütmeden kişisel görüşlerini ifade ettiği yazı türüdür.
Aşağıdakilerden hangisi bu açıklamayı örneklendiren bir metindir?","A) Bir melodi duyduğumuzda beynimizde, farklı işlevleri olan birçok bölge etkinleşir. Bir müzik aleti çaldığımızda ise bu etki çok daha belirgindir. Çünkü bir müzik aleti çalabilmek için kas hareketlerinin kontrollü ve uyum hâlinde olması gerekir. Bunun için de beyin daha aktif çalışır.","B) Herkes kendi hayatından bilir ki her gün birbirini görmenin tadı başka, ayrılıp kavuşmanın tadı başkadır. Ayrılıklar benim yakınlarıma sevgimi tazeler, ev hayatımın tadını artırır. Unutulmamalı ki sevginin kolları, birbirimizi dünyanın bir ucundan bir ucuna kucaklayabilecek kadar uzundur.","C) Şefika Kutluer adına 1-21 Aralık tarihleri arasında uluslararası festival düzenleniyor. ""Sihirli Flüt"" unvanlı, Türk sanatçı Şefika Kutluer adına düzenlenen bu festivale bu yıl ABD, Çin, Portekiz, Slovakya, Polonya, Avusturya ve Filistin'den sanatçılar katılacak.","D) On yıl kadar önce, annemin gençlik arkadaşı Bedia Muvahhit'le karşılaşmıştım bir lokantada. Yanına gittim, eğildim ""Bedia Teyze, yetmişimi aştım."" diye fısıldadım kulağına. Bu münasebetsiz lafımla onun da yetmişini çoktan aştığını söylemek istediğimi hemen anladı. ""Sus kız! Herkese ilan edeceksin."" diye beni şakadan azarladı.",B
2019,7,Paragrafta Anlam,Ana Düşünce,3,"Miyop, gözün uzaktaki cisimleri net olarak göremediği bir göz hastalığıdır. Uzağı yani geleceği göremeyen şirketler de ""pazarlama miyobu"" olarak adlandırılmıştır. Pazarlama miyopluğunun nedeni şirketlerin pazara ve müşterilere eski usul yaklaşmaya devam etmeleridir. Bunun en açık belirtisi de reklamlarında, ürünün müşterilere fayda sağlayacak özelliklerini ön plana çıkarmamalarıdır.
Bu metne göre, aşağıdaki reklam afişlerinden hangisi ""pazarlama miyopluğu"" yaşayan bir firmaya ait olabilir?","A) Tanınmış Markadan Yepyeni Tasarım (Keskin çizgiler, Göz alıcı renkler)","B) Ürünlerinizi en güvenli biz ulaştırıyoruz. (Türkiye'nin her noktasına, Depo ve sigorta hizmetleri, Hızlı ulaşım)","C) Takım elbiselerimizde gün boyu kırışmama garantisi (İster yatıp uyuyun ister spor yapın, ütüye hiç gerek duymayacaksınız.)","D) Tabletiniz Her An Yanınızda (Hafızası geniş, Hafif, Kalemiyle yaratıcılığınız konuşacak.)",A
2019,8,Sözel Mantık,Ön Yargı,3,"Ön yargı, kişinin bir kimse veya bir şeyle ilgili peşinen varsaydığı olumlu veya olumsuz tutumların tümüdür.
Buna göre aşağıdakilerin hangisinde ön yargılı bir tutumdan söz edilemez?",A) Emanete hıyanet olmaz.,B) Kişi arkadaşından bellidir.,C) İnsan yedisinde ne ise yetmişinde de odur.,D) Çok havlayan köpek ısırmaz.,A
2019,9,Paragrafta Anlam,Ana Düşünce,3,"Anadolu'yu köy köy dolaşmış bir gezgin olarak Maçka'yı her zaman özlerim.
Bu cümleyi dile getiren kişi için aşağıdakilerden hangisi kesin olarak söylenir?",A) Anadolu'da en son Maçka'yı gezmiştir.,B) Anadolu'nun dışında başka bir yer dolaşmamıştır.,C) Gezdiği yerler içinde aklında sadece Maçka kalmıştır.,D) Maçka'yı tekrar görmek istemektedir.,D
2019,10,Sözcükte Anlam,Fiilimsiler,3,"""Dedesinin elini öptü."" cümlesinde ""öptü"" sözcüğü çekimli fiildir ve cümlenin yüklemidir. ""Dedesinin öpülesi ellerini hatırladı."" cümlesinde ise ""öpülesi"" sözcüğü fiil anlamını korumakla birlikte kendisinden sonra gelen ismi nitelediği için sıfat-fiildir.
Buna göre aşağıdakilerin hangisinde sıfat-fiil kullanılmıştır?",A) Meyvesiz ağaca kimse taş atmaz.,B) Menfaatleri için küçülmeyen insan büyüktür.,C) Hayat ancak yaşayarak tecrübe edilir.,D) Öğrenmenin sınırlarını genellikle kendiniz koyarsınız.,B
2019,11,Dil Bilgisi,Cümle Türleri,3,"""Lavanta kokulu Kuyucak köyü, ziyaretçileri büyülüyor."" cümlesi; ""büyülüyor"" yüklemi fiil olduğu için yüklemin türüne göre fiil cümlesi, yüklem sonda olduğu için yüklemin yerine göre kurallı cümledir.
Bu bilgiye göre aşağıdakilerden hangisi kurallı bir fiil cümlesidir?","A) Güneşli, güzel günlerin hayalini kuruyorum.",B) Adım atmaya mecalsiz bir ihtiyar oluyor böyle anlarda zaman.,C) Soframıza bereket katan şey sıcak bir tebessümdür.,D) Yapraklarından utanan solgun bir gül taşıyorum göğsümde.,A
2019,12,Yazım Kuralları,Tırnak İşaretleri,3,"• Başka bir kimseden veya yazıdan olduğu gibi aktarılan sözler tırnak içine alınır. Tırnak içindeki alıntının sonunda bulunan işaret tırnak içinde kalır.
• Özel olarak vurgulanmak istenen sözler tırnak içine alınır.
• Cümle içerisinde eserlerin ve yazıların adları ile bölüm başlıkları tırnak içine alınır. Bunlara getirilen çekim ekleri tırnağın dışında kalır.
Bu açıklamalara göre aşağıdakilerin hangisinde tırnak işaretinin kullanımıyla ilgili yanlışlık yapılmıştır?","A) İnsanın ""sevgi"" açlığı, maddi değerlere bağımlılığını artırıyor.","B) Çoğu arkadaşım Attila İlhan'ın ""Ben Sana Mecburum"" şiirini ezbere biliyor.","C) Atatürk'ün ""Bilgi kuvvettir."" sözü günümüz çağının anahtarıdır.","D) Kurtuluş Savaşı'nı anlatan ""Küçük Ağa'yı"" okuduğumda çok etkilendim.",D
2019,13,Yazım Kuralları,Büyük Harf Kullanımı,3,"Ay ve gün adları belirli bir tarih bildiriyorsa büyük harfle, bildirmiyorsa küçük harfle başlar.
Bu açıklamaya göre,
I. 2018'de ziyaret ettiğim Kuzey Ege'nin sevimli köyü Assos'u gezmek için Mart belki de en doğru zaman.
II. Macar bir mimarın grafik resimlerinden oluşan ""Türkiye'deki Macar İzleri"" başlıklı sergi 2017'nin Eylül ayına kadar ziyaret edilebilecek.
III. Şebiarus töreni için 15 Aralık çarşamba günü Konya'ya gideceğim.
cümlelerinin hangilerinde yazım yanlışı vardır?",A) Yalnız I.,B) Yalnız II.,C) I ve III.,D) II ve III.,C
2019,14,Paragrafta Anlam,Ana Düşünce,3,"Koca bir ömür yaşamış tecrübeli insanlar, gençlerin umursamaz hareketlerini gördükçe onlara ""----."" diye nasihat etmekten geri durmazlar. Ama kaç genç bu sözün önemini kavrayabilir? Halbuki hayat ilerledikten sonra insanların duydukları birçok pişmanlık, gençlikte bile bile kaybettikleri imkânlar yüzündendir. ""O zamanlar niçin daha çok okumadım? Niçin daha çok çalışmadım?"" diye dizlerini döven insanlara hayatta çok rastlanıyor. Bu insanların neden bu kadar üzüldüklerini gençler anlamasa bile feleğin çemberinden geçmiş yaşlılar çok iyi anlıyor.
Bu metinde boş bırakılan yere düşüncenin akışına göre aşağıdakilerden hangisi getirilmelidir?",A) Büyüklerin sözünü dinleyin,B) Elinizdeki olanakların kıymetini bilin,"C) Geçmişe takılıp kalmayın, geleceğe odaklanın",D) Hayatta hep mutlu olmaya çalışın,B
2019,15,Paragrafta Anlam,Ana Düşünce,3,"Doğup büyüdüğüm mahallede herkes birbirini tanırdı. Kimse aç uyumaz; kimsenin düğünü, cenazesi unutulmazdı. Pek az küslük olur, kalpler kolay kolay kırılmazdı. Bugüne kıyasla masal gibi bir yerdi mahallemiz. Şüphesiz, burası eserlerimdeki konuya ve karakterlere yön verdi.
Bu metin aşağıdaki sorulardan hangisine cevap vermek amacıyla yazılmıştır?",A) Nasıl bir çocukluk geçirdiniz?,B) Çocukluğunuzun geçtiği yerler eserlerinizi nasıl etkiledi?,"C) Usta bir yazar, yaşadığı yeri eserlerinde ne ölçüde anlatmalıdır?",D) Günümüzdeki toplumsal ilişkileri nasıl değerlendiriyorsunuz?,B
2019,16,Paragrafta Anlam,Ana Düşünce,3,"Sosyal medya devi bazı şirketler, kendi üyelerinin verilerini işleyip kullanabilmek için bazı özel programlar geliştiriyor. Kişilerle ilgili elde ettikleri verilerden yola çıkarak da onları etkilemeye çalışıyor. 2013'te açıklanan bir araştırmaya göre bu tür programlar, kullanıcılarının karakterini beğendiği içeriklerden yola çıkarak doğru tahmin edebiliyor. Şirketler bu tip programlar sayesinde sizi, sosyal medya hesabınızdaki 9 beğeninize bakarak bir iş arkadaşınız kadar, 65 beğeninize bakarak bir akrabanız kadar, 225 beğeninize bakarak ebeveyniniz kadar tanıyabiliyor. Beğendiğiniz içeriklere dayanarak yaşınızı, cinsiyetinizi, kültür seviyenizi, siyasi görüşlerinizi hatta o anki ruh hâlinizi sadece bir tıkla tespit edebiliyor.
Bu parçaya göre sosyal medya kullanımı,
I. Kişilerin internet şifrelerinin ele geçirilmesi
II. İnsanların, zamanlarını verimsiz kullanması
III. İnsanları yönlendirebilecek haber ve yayınlara yer verilmesi
IV. Kişiye özel reklamlar sunulması
durumlarından hangilerini ortaya çıkarabilir?",A) I ve II.,B) I ve III.,C) II ve IV.,D) III ve IV.,D
2019,17,Grafik Yorumlama,Veri Analizi,4,"2018 Yılı Ülkelere Göre Mavi Bayraklı Plaj Sayısı Grafiği verilmiştir. Grafik verileri: İtalya (368), Fransa (399), Türkiye (459), Yunanistan (519), İspanya (590).
Bu bilgilere göre 2017 yılına ait ""Ülkelere Göre Mavi Bayraklı Plaj Sayısı""nı gösteren grafik aşağıdakilerden hangisi olabilir? (Ek bilgiler: Türkiye 2018'de sıralamadaki yerini korumuştur. 2018'de Fransa, İtalya'yı geçerek son sıradan kurtulmuştur. Yunanistan 2018'de liderliğini kaybetmiştir. İspanya 2018'de Yunanistan'ı geçerek bir sıra yükselmiştir.)","A) Fransa, İspanya, Türkiye, İtalya, Yunanistan (sıralama küçükten büyüğe)","B) İtalya, Fransa, Türkiye, Yunanistan, İspanya (sıralama küçükten büyüğe)","C) Fransa, İtalya, Türkiye, Yunanistan, İspanya (sıralama küçükten büyüğe)","D) İtalya, Fransa, Yunanistan, Türkiye, İspanya (sıralama küçükten büyüğe)",C
2019,18,Sözcükte Anlam,Sözlük Bilgisi,3,"Türk Dil Kurumunun e-sözlüğünde yer alan ""testi"" sözcüğüyle ilgili bazı açıklamalar aşağıda verilmiştir. (Köken: Farsça destî; Tanım ve Örnek Cümle; Deyim ve Atasözleri; Parmak Alfabesiyle Gösteriliş)
Buna göre ""testi"" sözcüğünün açıklamalarında, sözlüklerde bulunması beklenen;
I. Sözcüğün tanımlanması ve tanıma uygun kullanımının örneklendirilmesi,
II. Sözcüğün, içinde kullanıldığı deyim ve atasözlerine yer verilmesi,
III. Kimi kavramların ifade ettiği anlamların resimle gösterilmesi,
IV. Sözcüğün ortaya çıktığı dil ve o dildeki hali ile ilgili bilgi verilmesi,
V. Sözcüğün yöresel kullanımlarının belirtilmesi
niteliklerinden hangileri örneklenmiştir?","A) I, II ve IV.","B) I, II ve V.","C) II, III ve IV.","D) III, IV ve V.",A
2019,19,Sözel Mantık,Çıkarım Yapma,3,"Bazen ilacımızı zamanında içmeyi unutuyor, bazen de içtiğimizi unutup aynı ilacı tekrar alıyoruz. Bu soruna çözüm amaçlı bir akıllı ilaç kapağı tasarlanmış. Bu kapak telefona indirilen bir uygulamayla çalışıyor. Bu uygulamaya ilacın adı ve dozajı giriliyor. Kullanmanız gereken zamanda ilacın kapağını açmadığınızda telefonunuza ""İlacını acilen al."", aynı ilacı içtiğinizi unutup ikinci kez almaya kalktığınızda telefonunuza ""Onu zaten almıştın."" uyarı mesajı geliyor. Akıllı ilaç kapağını zamanında açtığınızda ise ""Teşekkür ederim."" mesajı geliyor.
Kıvanç Bey sabah alması gereken ilacını ""V"", öğle vakti alması gereken ilacını ""Y"", akşam alması gereken ilacını da ""Z"" şeklinde uygulamaya kaydediyor. Kıvanç Bey'in telefonuna gelen mesajlar aşağıdaki tabloda gösterilmiştir. (Tablo: Pazartesi (V: acilen al, Y: zaten almıştın, Z: zaten almıştın), Salı (V, Y, Z: Teşekkür ederim), Çarşamba (V: zaten almıştın, Y, Z: Teşekkür ederim), Perşembe (V: zaten almıştın, Y: acilen al, Z: Teşekkür ederim), Cuma (V, Y, Z: Teşekkür ederim))
Bu bilgilere göre Kıvanç Bey'in ilaç kullanımıyla ilgili aşağıdakilerden hangisi söylenemez?","A) Uygulamanın uyarıları, en çok pazartesi günü işine yaramıştır.","B) Çarşamba günü ""V"" ilacını içtiğini unutmuştur.","C) Perşembe günü ""Y"" ilacını içmeyi uygulama sayesinde hatırlamıştır.","D) Uygulamanın uyarılarına en çok ""Z"" ilacı için ihtiyaç duymuştur.",D
2019,20,Sözel Mantık,Mantıksal Çıkarım,3,"Trafik kurallarına uymayan sürücülere belirli oranlarda ceza puanı verilir. Bir yıl içinde ceza puanı 100'e ulaşan sürücünün sürücü belgesine el konur. Bazı kural ihlalleri ve ceza puanları şunlardır: (44/b: 5 puan, 47/1-b: 20 puan, 51/2-a: 15 puan, 61/o: 10 puan, 78/1-a: 15 puan).
Aynur, Meltem, Rıza ve Veysel'in bir yıl içinde aldıkları ceza puanlarıyla ilgili bilinenler şunlardır: Veysel iki ihlalden toplam 35 ceza puanı almıştır. Aynur, sadece 78/1-a kanun maddesine uymadığı için ceza puanı almıştır. Meltem, farklı iki kural ihlalinde bulunmuştur. Rıza üç kez aynı kural ihlalinde bulunmuştur. Meltem ile Aynur'un ceza puanları aynıdır.
Bu bilgilere göre aşağıdakilerden hangisine kesin olarak ulaşılır?",A) Veysel'in kural ihlallerinden biri de 51/2-a kanun maddesine uymamasıdır.,B) Aynur ve Rıza aynı kural ihlalinden dolayı ceza puanı almıştır.,C) Meltem'in kural ihlallerinden biri de 61/o kanun maddesine uymamasıdır.,D) Rıza'nın ceza puanı Veysel'inkinden fazladır.,C
2020,1,Sözcükte Anlam,Sözcüklerin Anlamı ve Eş Anlamlıları,3,"Yazar, çocukluk ve ilk gençlik yıllarını yoksulluk içinde geçirmesine rağmen azim ve iradesi sayesinde her türlü engeli aşmak suretiyle Türk ilim ve kültür hayatının kendisiyle daima iftihar ettiği örnek bir ilim insanı olmuştur.
Bu cümledeki numaralanmış sözcüklerin anlamca karşılıkları aşağıdakilerin hangisinde verilmiştir?",A) direnme gücü — amacıyla — gururlanmak,B) kararlılık — yoluyla — kıvanç duymak,C) gayret — isteğiyle — saygı göstermek,D) cesaret — şartıyla — iltifat etmek,B
2020,2,Sözcükte Anlam,Söz Sanatları,3,"(I) Bizim memlekette dağ taş, orman ağaç hayatın hikâyesini anlatır.
(II) Toprak burada ustanın elinden çıkmış bir çinidir, desen desen. (III) Toprak verimlidir; kuru çubuk diksen meyve verir, salkım salkım. (IV) Portakallar dallarında birer güneştir, turuncu turuncu.
Bu metinde numaralanmış cümlelerin hangilerinde aynı söz sanatı kullanılmıştır?",A) I ve III,B) I ve IV,C) II ve III,D) II ve IV,D
2020,3,Paragrafta Anlam,Ana Düşünce,3,"Bir sanatçıya, gazetecilerle yaptığı sohbet sırasında gazetecinin biri ""Efendim, uzun süredir yeni bir eser vermiyorsunuz. Yoksa düşüncelerinizin üzerine kar mı yağdı?"" diye sordu. Bunun üzerine sanatçı ""Kışın yağan kar, toprağı örterek bitkileri şiddetli soğuktan korur. Toprağın altındaki bitki ve hayvanlar ilkbahara hazırlanır. Karlar eridiğinde tüm canlılıklarıyla hayatlarına devam eder. Evet, benim düşüncelerimin üzerine kar yağdı."" şeklinde cevap verdi.
Bu metinde sanatçının ""Evet, benim düşüncelerimin üzerine kar yağdı."" sözüyle anlatmak istediği aşağıdakilerden hangisidir?","A) Sanatçılar ürettikçe var olur, bu yüzden her zaman ortaya koyacakları bir eserleri olmalıdır.","B) Eser üretmekte zorlanan sanatçılar, sanat güçlerini gittikçe kaybederler.",C) Sanatçılar verimsiz bir dönemde gibi görünseler de yeni eserleri için zihinlerinde hazırlık yaparlar.,"D) Düşünce kısırlığı çeken sanatçılar, düşüncelerini zenginleştirmek için çok iyi gözlem yapmalıdır.",C
2020,4,Paragrafta Anlam,Ana Düşünce,3,"Kartepe Kayak Merkezi, yüksekliği 1606 metre olan bir tepenin zirvesinin altında kurulmuştur.
• Kartepe Kayak Merkezi kış aylarında yoğun bir ziyaretçi akınına uğruyor.
Bu iki cümlenin anlamca doğru bir biçimde birleştirilmiş hâli aşağıdakilerden hangisidir?","A) Kartepe Kayak Merkezi yoğun ziyaretçi akınına uğrayan, yüksekliği 1606 metre olan bir tepenin zirvesinin altında kış aylarında kurulmuştur.","B) Yoğun bir ziyaretçi akınına uğrayan Kartepe Kayak Merkezi, kış aylarında yüksekliği 1606 metre olan bir tepenin zirvesinin altında kurulmuştur.","C) Yüksekliği 1606 metre olan bir tepenin zirvesinin altında kurulan Kartepe Kayak Merkezi, kış aylarında yoğun bir ziyaretçi akınına uğruyor.","D) Bir tepenin zirvesinin altında kurulan Kartepe Kayak Merkezi, yüksekliği 1606 metre olduğundan kış aylarında yoğun bir ziyaretçi akınına uğruyor.",C
2020,5,Paragrafta Anlam,Ana Düşünce,3,"Bir projenin başarıya ulaşmasında birçok etken vardır. En başta proje kapsamında çalışacak her bir elemanın, yapacağı işle ilgili üst düzey bilgi birikimine sahip olması gerekir. Bu, çıkacak sorunların hızla çözülmesinde ve projenin sorunsuz ilerlemesinde önemli bir etkendir. Proje çalışanlarının birbiriyle uyumlu ve eş zamanlı çalışması da projenin sağlıklı yürümesi için çok önemlidir. Bunlarla birlikte maliyete ve takvime uygun bir çalışmanın yapılması da gerekir.
Aşağıdakilerden hangisi bir projede çalışacak kişilerin bu metinde verilen özelliklerinden değildir?",A) Liderlik edebilme,B) Planlı çalışabilme,C) Ekip çalışması yapabilme,D) Alanında uzman olma,A
2020,6,Sözel Mantık,Sıralama ve Kategorilendirme,4,"Sudenaz Hanım şirkette hafta boyunca yapacağı planlama, denetleme, personel alımı ve raporlama işleri için şekildeki gibi bir tablo hazırlamıştır. Yapacağı işleri tabloya yerleştirirken işlerin etki derecesini ve uygulama kolaylığını göz önünde bulundurmuştur. Bunları da şu şekilde belirlemiştir:
• Planlama: Uygulanması zor ve etkisi yüksek
• Raporlama: Uygulanması zor ve etkisi düşük
• Personel alımı: Uygulanması kolay ve etkisi yüksek
• Denetleme: Uygulanması kolay ve etkisi düşük
Sudenaz Hanım'ın bir hafta içinde yapacağı işler şunlardır:
I. Şirketin son üç aylık durumunu ortaya koymak amacıyla üretim-satış verilerine ilişkin grafik ve tablolar hazırlamak (Raporlama)
II. Aksaklık olup olmadığını görmek amacıyla fabrikadaki işleyişi kontrol etmek (Denetleme)
III. Hangi işin, ne zaman yapılacağına dair bir çizelge hazırlamak (Planlama)
IV. Şirketin ihtiyacı doğrultusunda, iş başvurusunda bulunan adayların öz geçmiş formlarını incelemek (Personel alımı)
Bu bilgilere göre Sudenaz Hanım'ın yaptığı İş Planı Tablosu aşağıdakilerden hangisidir?","A) IV - III / II - I (Yüksek-Kolay: IV, Yüksek-Zor: III, Düşük-Kolay: II, Düşük-Zor: I)","B) I - IV / III - II (Yüksek-Kolay: I, Yüksek-Zor: IV, Düşük-Kolay: III, Düşük-Zor: II)","C) III - I / IV - II (Yüksek-Kolay: III, Yüksek-Zor: I, Düşük-Kolay: IV, Düşük-Zor: II)","D) IV - II / III - I (Yüksek-Kolay: IV, Yüksek-Zor: II, Düşük-Kolay: III, Düşük-Zor: I)",A
2020,7,Grafik Yorumlama,Veri Analizi,3,"Yapılan bir ankette, sorulara verilen cevapların yüzdesi grafiklerde gösterilmiştir.
• Yapay zekâya mı, insan zekâsına mı daha çok güvenirsiniz?
(Çalışanlar: İnsan zekâsı %73, Yapay zekâ %27 / Öğrenciler: İnsan zekâsı %74, Yapay zekâ %26)
• Yapay zekânın günümüzde pek çok işi insanın yerine yapıyor olması sizi endişelendiriyor mu?
(Çalışanlar: Hayır %59, Evet %41 / Öğrenciler: Hayır %47, Evet %53)
Aşağıdakilerden hangisi bu grafiklerin raporlaştırılmış hâlidir?","A) Araştırma sonucuna göre çalışanlar yapay zekâya öğrencilerden çok güvenmektedir. Çalışanlar öğrencilere göre yapay zekânın, işleri insanın yerine yapmasından daha çok endişe duymaktadır.","B) Yapılan araştırmaya göre insan zekâsına, çalışanlar öğrencilerden daha çok güvenmektedir. İşleri insanın yerine yapay zekânın yapıyor olmasında ise öğrenciler çalışanlardan daha endişelidir.","C) Araştırma sonuçlarına bakıldığında hem çalışanların hem de öğrencilerin yapay zekâya insan zekâsından çok güvendiği görülür. Ancak iki grup arasındaki en büyük fark, işleri insanın yerine yapay zekânın yapmasından öğrencilerin daha çok endişe duymasıdır.",D) Öğrenci ve çalışanlarla yapılan bir araştırmanın sonucu her iki kitlenin de insan zekâsına daha çok güvendiğini ortaya koymuştur. Yapay zekânın insanların işini yapmasından duyulan endişenin öğrencilerde daha yüksek olduğu görülmüştür.,D
2020,8,Paragrafta Anlam,Ana Düşünce,3,"I. Çünkü bu tepelere değil yükle tırmanmak, yürüyerek çıkmak bile çok ağır bir spor gibi.
II. Her birimizin taşıması gereken yük altı yedi kilo var.
III. Oduncular, köküne zarar vermeyecek şekilde meşeleri kesiyor ve kızağa yüklüyorlar.
IV. Onlar taşınacak ipleri, baltaları ve diğer malzemeleri hazırlamış; bizi bekliyorlar.
V. Bu ağırlığın ne demek olduğunu dağa tırmandıkça daha iyi anlıyorum.
VI. Dağdan odun indirecek odun ekibiyle buluşmak için sabah erkenden köyün meydanına geldik.
Numaralanmış cümlelerle anlamlı bir metin oluşturulduğunda hangisi dışarıda kalır?",A) II,B) III,C) IV,D) V,B
2020,9,Paragrafta Anlam,Ana Düşünce,3,"Sosyal medyanın gündelik hayata etkisi nasıldır?
Aşağıdaki metinlerden hangisi bu soruya verilmiş bir yanıt olamaz?",A) Asılsız haber ve içerikler sosyal medya yoluyla bilinçli veya bilinçsizce daha fazla ve hızla yayılıyor. Geleneksel medyanın da bunları kaynak almasıyla geniş toplum kitleleri yalan haberlere maruz kalıyor.,B) Bugün dilimiz yerine parmaklarımız konuşuyor. Eskiden komşu evlerinde yapılan sohbetler şimdi sosyal medya gruplarına taşındı. Aynı evin içinde bile telefonla haberleşir oldu insanlar.,C) Kullanıcı eğilimleri sosyal medya yazılımlarının güncellenmesine sebep oluyor. Yazılımcılar her geçen gün yeni uygulamalar geliştiriyor. Bu da sosyal medya şirketleri arasında büyük bir rekabet doğuruyor.,"D) Sosyal medya uygulamaları sayesinde gözden uzak olan artık gönülden uzak olmuyor. Araya ne kadar mesafe girerse girsin -isterseniz dünyanın öbür ucuna gidin- fotoğraflarınızı, videolarınızı sevdiklerinizle paylaşabilir hatta onlara canlı yayın yapabilirsiniz.",C
